unit_number,card_type,eponym,name,normal_card_id,rank_max_card_id,normal_unit_navi_asset_id,rank_max_unit_navi_asset_id,rarity,card_color,smile_max,pure_max,cool_max,center_skill_description,skill_effect_type,skill_type_name,skill_lv_8_description,skill_lv_max_description
3101,5,雪との堕天,津島善子,8326,8326,5162,5162,4,2,3810,5320,4740,ピュアPが12%UPする＋千歌、善子のメンバーはさらにピュアPが9%UPする,2300,COMBO FEVER,コンボ20を達成するごとに53%の確率で7秒間コンボ数に応じてタップSCOREが増える,コンボ20を達成するごとに53%の確率で18秒間コンボ数に応じてタップSCOREが増える
3102,3,すやすやシフォン,近江彼方,8327,8327,5163,5163,4,1,4890,4790,3180,スマイルPが3%UPする,11,SCOREアップ,リズムアイコン23個ごとに38%の確率でスコアが925増える,リズムアイコン23個ごとに38%の確率でスコアが2785増える
3103,1,差しのべられた手,桜内梨子,8328,8328,5164,5164,5,1,5180,3390,4380,スマイルPが7%UPする＋AqoursのメンバーはさらにスマイルPが1%UPする,9,体力回復,リズムアイコン25個ごとに51%の確率で体力が8回復する,リズムアイコン25個ごとに51%の確率で体力が18回復する
3104,1,若侍見参,松浦果南,8329,8330,5165,5166,4,2,4070,5330,4510,ピュアPが9%UPする＋AqoursのメンバーはさらにピュアPが3%UPする,11,SCOREアップ,リズムアイコン29個ごとに81%の確率でスコアが4260増える,リズムアイコン29個ごとに81%の確率でスコアが10035増える
3105,1,お土産吟味中,渡辺曜,8331,8332,5167,5168,4,1,5260,4800,3890,スマイルPが9%UPする＋AqoursのメンバーはさらにスマイルPが3%UPする,2400,パラメータシンクロ,リズムアイコン19個ごとに88%の確率で6.5秒間Aqours2年生のいずれかと同じ属性Pになる,リズムアイコン19個ごとに88%の確率で10.5秒間Aqours2年生のいずれかと同じ属性Pになる
3106,1,自撮り町娘,小原鞠莉,8333,8334,5169,5170,4,2,4510,5340,4100,ピュアPが9%UPする＋AqoursのメンバーはさらにピュアPが6%UPする,9,体力回復,リズムアイコン54個ごとに57%の確率で体力が26回復する,リズムアイコン54個ごとに57%の確率で体力が67回復する
3107,5,不思議の国で,高坂穂乃果,8337,8337,5173,5173,4,1,5980,4040,3680,スマイルPが9%UPする＋μ'sのメンバーはさらにスマイルPが6%UPする,2100,特技リピート,リズムアイコン20個ごとに44%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン20個ごとに44%の確率で直前に発動した特技リピート以外の特技効果を発動する
3108,5,ストレンジパーティ,絢瀬絵里,8338,8338,5174,5174,4,3,4160,3680,5980,クールPが9%UPする＋μ'sのメンバーはさらにクールPが6%UPする,2500,特技レベルブースト,リズムアイコン15個ごとに38%の確率で次に発動する特技のLvが8アップする,リズムアイコン15個ごとに38%の確率で次に発動する特技のLvが16アップする
3109,5,不思議の世界,南ことり,8339,8339,5175,5175,4,2,4010,6060,3840,ピュアPが9%UPする＋μ'sのメンバーはさらにピュアPが6%UPする,11,SCOREアップ,リズムアイコン54個ごとに29%の確率でスコアが20310増える,リズムアイコン54個ごとに29%の確率でスコアが55770増える
3110,5,たくさんの不思議を,園田海未,8340,8340,5176,5176,4,3,3840,4010,6060,クールPが9%UPする＋μ'sのメンバーはさらにクールPが6%UPする,11,SCOREアップ,リズムアイコン48個ごとに32%の確率でスコアが16380増える,リズムアイコン48個ごとに32%の確率でスコアが44905増える
3111,5,白うさぎのお茶会,星空凛,8341,8341,5177,5177,4,1,5980,3680,4040,スマイルPが9%UPする＋μ'sのメンバーはさらにスマイルPが6%UPする,2100,特技リピート,リズムアイコン20個ごとに44%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン20個ごとに44%の確率で直前に発動した特技リピート以外の特技効果を発動する
3112,5,絵本の中のように,西木野真姫,8342,8342,5178,5178,4,3,3680,4040,5980,クールPが9%UPする＋μ'sのメンバーはさらにクールPが6%UPする,2100,特技リピート,リズムアイコン27個ごとに59%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン27個ごとに59%の確率で直前に発動した特技リピート以外の特技効果を発動する
3113,5,盤上の星,東條希,8343,8343,5179,5179,4,2,3840,6060,4010,ピュアPが9%UPする＋μ'sのメンバーはさらにピュアPが6%UPする,11,SCOREアップ,リズムアイコン40個ごとに27%の確率でスコアが16180増える,リズムアイコン40個ごとに27%の確率でスコアが44350増える
3114,5,おとぎの国へようこそ,小泉花陽,8344,8344,5180,5180,4,2,3680,5980,4160,ピュアPが9%UPする＋μ'sのメンバーはさらにピュアPが6%UPする,2500,特技レベルブースト,リズムアイコン19個ごとに42%の確率で次に発動する特技のLvが8アップする,リズムアイコン19個ごとに42%の確率で次に発動する特技のLvが16アップする
3115,5,チェス盤の庭,矢澤にこ,8345,8345,5181,5181,4,1,5980,4040,3680,スマイルPが9%UPする＋μ'sのメンバーはさらにスマイルPが6%UPする,2100,特技リピート,リズムアイコン27個ごとに59%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン27個ごとに59%の確率で直前に発動した特技リピート以外の特技効果を発動する
3116,5,お出迎えしたくて,高海千歌,8346,8346,5182,5182,4,1,6060,4010,3840,スマイルPが9%UPする＋AqoursのメンバーはさらにスマイルPが6%UPする,11,SCOREアップ,リズムアイコン44個ごとに32%の確率でスコアが15000増える,リズムアイコン44個ごとに32%の確率でスコアが41180増える
3117,5,焼きたてを届けて,桜内梨子,8347,8347,5183,5183,4,2,3680,5980,4040,ピュアPが9%UPする＋AqoursのメンバーはさらにピュアPが6%UPする,2100,特技リピート,リズムアイコン22個ごとに48%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン22個ごとに48%の確率で直前に発動した特技リピート以外の特技効果を発動する
3118,5,美味しさの魔法,松浦果南,8348,8348,5184,5184,4,1,6060,4010,3840,スマイルPが9%UPする＋AqoursのメンバーはさらにスマイルPが6%UPする,11,SCOREアップ,リズムアイコン42個ごとに33%の確率でスコアが13880増える,リズムアイコン42個ごとに33%の確率でスコアが38120増える
3119,5,花々のおもてなし,黒澤ダイヤ,8349,8349,5185,5185,4,1,5980,3680,4040,スマイルPが9%UPする＋AqoursのメンバーはさらにスマイルPが6%UPする,2100,特技リピート,リズムアイコン20個ごとに44%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン20個ごとに44%の確率で直前に発動した特技リピート以外の特技効果を発動する
3120,5,忙しさの中,渡辺曜,8350,8350,5186,5186,4,2,3840,6060,4010,ピュアPが9%UPする＋AqoursのメンバーはさらにピュアPが6%UPする,11,SCOREアップ,リズムアイコン56個ごとに31%の確率でスコアが19705増える,リズムアイコン56個ごとに31%の確率でスコアが54105増える
3121,5,堕天使流清掃の極意,津島善子,8351,8351,5187,5187,4,3,3680,4160,5980,クールPが9%UPする＋AqoursのメンバーはさらにクールPが6%UPする,2500,特技レベルブースト,リズムアイコン18個ごとに41%の確率で次に発動する特技のLvが8アップする,リズムアイコン18個ごとに41%の確率で次に発動する特技のLvが16アップする
3122,5,メイドさんのお仕事,国木田花丸,8352,8352,5188,5188,4,3,4010,3840,6060,クールPが9%UPする＋AqoursのメンバーはさらにクールPが6%UPする,11,SCOREアップ,リズムアイコン40個ごとに35%の確率でスコアが12465増える,リズムアイコン40個ごとに35%の確率でスコアが34230増える
3123,5,シャイニーウェルカム,小原鞠莉,8353,8353,5189,5189,4,2,4040,5980,3680,ピュアPが9%UPする＋AqoursのメンバーはさらにピュアPが6%UPする,2100,特技リピート,リズムアイコン21個ごとに46%の確率で直前に発動した特技リピート以外の特技効果を発動する,リズムアイコン21個ごとに46%の確率で直前に発動した特技リピート以外の特技効果を発動する
3124,5,ハートのお絵描き,黒澤ルビィ,8354,8354,5190,5190,4,3,3750,4150,6050,クールPが9%UPする＋AqoursのメンバーはさらにクールPが6%UPする,2000,特技発動率アップ,リズムアイコン32個ごとに55%の確率で4.5秒間他の特技の発動確率が1.5倍になる,リズムアイコン32個ごとに55%の確率で4.5秒間他の特技の発動確率が2.4倍になる
3125,5,気持ちに応えて,黒羽咲良,8335,8335,5171,5171,4,3,4100,4490,5320,クールPが12%UPする,11,SCOREアップ,リズムアイコン29個ごとに90%の確率でスコアが3195増える,リズムアイコン29個ごとに90%の確率でスコアが9670増える
3126,5,かぐや姫の気持ち,黒澤ダイヤ,8336,8336,5172,5172,4,2,3830,6030,4050,ピュアPが9%UPする＋AqoursのメンバーはさらにピュアPが6%UPする,11,SCOREアップ,リズムアイコン30個ごとに84%の確率でスコアが4250増える,リズムアイコン30個ごとに84%の確率でスコアが10460増える
3127,5,新年の宝物,園田海未,8355,8355,5191,5191,4,2,4030,5320,4560,ピュアPが12%UPする＋海未、希のメンバーはさらにピュアPが9%UPする,11,SCOREアップ,リズムアイコン46個ごとに26%の確率でスコアが19300増える,リズムアイコン46個ごとに26%の確率でスコアが51330増える
3128,5,スイート・サプライ,東條希,8356,8356,5192,5192,4,3,4100,4500,5350,クールPが12%UPする＋海未、希のメンバーはさらにクールPが9%UPする,2000,特技発動率アップ,リズムアイコン31個ごとに53%の確率で4.5秒間他の特技の発動確率が1.51倍になる,リズムアイコン31個ごとに53%の確率で4.5秒間他の特技の発動確率が2.42倍になる
3129,3,アガる予感,宮下愛,8358,8358,5194,5194,4,3,4490,4100,5320,クールPが9%UPする＋虹ヶ咲のメンバーはさらにクールPが3%UPする,5,判定強化・大,リズムアイコン26個ごとに71%の確率で判定が9秒間強化される,リズムアイコン26個ごとに71%の確率で判定が19.8秒間強化される
3130,3,新しい門出,黒澤ダイヤ,8357,8357,5193,5193,4,2,3180,4890,4790,ピュアPが3%UPする,11,SCOREアップ,リズムアイコン26個ごとに44%の確率でスコアが900増える,リズムアイコン26個ごとに44%の確率でスコアが2720増える
3131,5,年越しライブ♪,高坂穂乃果,8425,8425,5243,5243,4,2,4160,5980,3680,ピュアPが9%UPする＋μ'sのメンバーはさらにピュアPが6%UPする,2500,特技レベルブースト,リズムアイコン19個ごとに42%の確率で次に発動する特技のLvが8アップする,リズムアイコン19個ごとに42%の確率で次に発動する特技のLvが16アップする
3132,5,カウントダウン♪,絢瀬絵里,8426,8426,5244,5244,4,2,3840,6060,4010,ピュアPが9%UPする＋μ'sのメンバーはさらにピュアPが6%UPする,11,SCOREアップ,リズムアイコン34個ごとに24%の確率でスコアが15455増える,リズムアイコン34個ごとに24%の確率でスコアが42425増える
3133,5,新年をお迎え,南ことり,8427,8427,5245,5245,4,3,3680,4160,5980,クールPが9%UPする＋μ'sのメンバーはさらにクールPが6%UPする,2500,特技レベルブースト,リズムアイコン15個ごとに38%の確率で次に発動する特技のLvが8アップする,リズムアイコン15個ごとに38%の確率で次に発動する特技のLvが16アップする
3134,5,スタートはステージで,園田海未,8428,8428,5246,5246,4,2,3680,5980,4160,ピュアPが9%UPする＋μ'sのメンバーはさらにピュアPが6%UPする,2500,特技レベルブースト,リズムアイコン17個ごとに40%の確率で次に発動する特技のLvが8アップする,リズムアイコン17個ごとに40%の確率で次に発動する特技のLvが16アップする
3135,5,幸せな年越し,星空凛,8429,8429,5247,5247,4,3,4010,3840,6060,クールPが9%UPする＋μ'sのメンバーはさらにクールPが6%UPする,11,SCOREアップ,リズムアイコン50個ごとに28%の確率でスコアが19480増える,リズムアイコン50個ごとに28%の確率でスコアが53480増える
3136,5,新年の誓い,西木野真姫,8430,8430,5248,5248,4,1,6060,3840,4010,スマイルPが9%UPする＋μ'sのメンバーはさらにスマイルPが6%UPする,11,SCOREアップ,リズムアイコン54個ごとに29%の確率でスコアが20310増える,リズムアイコン54個ごとに29%の確率でスコアが55770増える
